filename,target,category,fold
241-2-18.wav,2,croup_cough,1
245-4-15.wav,0,wet_cough,1
251-2-17.wav,2,croup_cough,1
258-3-16.wav,3,dry_cough,1
267-1-10.wav,1,whooping_cough,1
268-4-08.wav,0,wet_cough,1
271-1-17.wav,1,whooping_cough,1
273-4-12.wav,0,wet_cough,1
276-4-07.wav,0,wet_cough,1
277-4-17.wav,0,wet_cough,1
278-3-08.wav,3,dry_cough,1
3-3-29.wav,3,dry_cough,2
10-3-30.wav,3,dry_cough,2
11-2-24.wav,2,croup_cough,2
15-4-24.wav,0,wet_cough,2
16-4-21.wav,0,wet_cough,2
17-3-28.wav,3,dry_cough,2
22-3-23.wav,3,dry_cough,2
23-1-29.wav,1,whooping_cough,2
32-1-32.wav,1,whooping_cough,2
33-3-34.wav,3,dry_cough,2
38-4-28.wav,0,wet_cough,2
43-2-38.wav,2,croup_cough,2
45-1-38.wav,1,whooping_cough,2
46-1-39.wav,1,whooping_cough,2
47-2-28.wav,2,croup_cough,2
48-4-33.wav,0,wet_cough,2
51-4-30.wav,0,wet_cough,2
52-1-31.wav,1,whooping_cough,2
53-3-21.wav,3,dry_cough,2
56-1-21.wav,1,whooping_cough,2
62-3-32.wav,3,dry_cough,2
64-4-27.wav,0,wet_cough,2
65-3-26.wav,3,dry_cough,2
68-2-25.wav,2,croup_cough,2
76-1-24.wav,1,whooping_cough,2
80-1-40.wav,1,whooping_cough,2
85-2-35.wav,2,croup_cough,2
86-3-31.wav,3,dry_cough,2
94-3-24.wav,3,dry_cough,2
97-1-30.wav,1,whooping_cough,2
107-3-36.wav,3,dry_cough,2
108-2-39.wav,2,croup_cough,2
111-4-34.wav,0,wet_cough,2
114-2-27.wav,2,croup_cough,2
116-3-38.wav,3,dry_cough,2
117-4-35.wav,0,wet_cough,2
127-2-21.wav,2,croup_cough,2
130-1-27.wav,1,whooping_cough,2
131-3-27.wav,3,dry_cough,2
138-2-32.wav,2,croup_cough,2
140-2-22.wav,2,croup_cough,2
144-4-37.wav,0,wet_cough,2
146-1-34.wav,1,whooping_cough,2
150-2-36.wav,2,croup_cough,2
153-1-22.wav,1,whooping_cough,2
154-4-38.wav,0,wet_cough,2
160-4-26.wav,0,wet_cough,2
162-3-39.wav,3,dry_cough,2
163-3-22.wav,3,dry_cough,2
164-2-31.wav,2,croup_cough,2
176-2-34.wav,2,croup_cough,2
181-2-37.wav,2,croup_cough,2
184-4-22.wav,0,wet_cough,2
199-1-23.wav,1,whooping_cough,2
205-4-36.wav,0,wet_cough,2
207-4-39.wav,0,wet_cough,2
210-3-33.wav,3,dry_cough,2
212-3-35.wav,3,dry_cough,2
216-1-33.wav,1,whooping_cough,2
217-3-40.wav,3,dry_cough,2
219-1-37.wav,1,whooping_cough,2
221-1-26.wav,1,whooping_cough,2
222-1-28.wav,1,whooping_cough,2
224-2-30.wav,2,croup_cough,2
228-2-29.wav,2,croup_cough,2
232-2-26.wav,2,croup_cough,2
233-4-25.wav,0,wet_cough,2
235-4-40.wav,0,wet_cough,2
239-1-35.wav,1,whooping_cough,2
244-2-33.wav,2,croup_cough,2
250-1-36.wav,1,whooping_cough,2
253-2-40.wav,2,croup_cough,2
254-2-23.wav,2,croup_cough,2
255-4-29.wav,0,wet_cough,2
256-3-25.wav,3,dry_cough,2
260-3-37.wav,3,dry_cough,2
261-1-25.wav,1,whooping_cough,2
262-4-23.wav,0,wet_cough,2
266-4-32.wav,0,wet_cough,2
279-4-31.wav,0,wet_cough,2
4-3-45.wav,3,dry_cough,3
5-4-48.wav,0,wet_cough,3
8-1-50.wav,1,whooping_cough,3
9-2-57.wav,2,croup_cough,3
14-2-60.wav,2,croup_cough,3
19-2-41.wav,2,croup_cough,3
26-2-48.wav,2,croup_cough,3
28-3-59.wav,3,dry_cough,3
34-4-42.wav,0,wet_cough,3
35-3-51.wav,3,dry_cough,3
40-4-43.wav,0,wet_cough,3
41-4-45.wav,0,wet_cough,3
44-1-43.wav,1,whooping_cough,3
49-1-44.wav,1,whooping_cough,3
50-3-41.wav,3,dry_cough,3
54-1-48.wav,1,whooping_cough,3
58-1-53.wav,1,whooping_cough,3
59-4-53.wav,0,wet_cough,3
61-4-58.wav,0,wet_cough,3
63-1-47.wav,1,whooping_cough,3
66-3-49.wav,3,dry_cough,3
71-4-54.wav,0,wet_cough,3
73-3-52.wav,3,dry_cough,3
74-4-44.wav,0,wet_cough,3
77-3-60.wav,3,dry_cough,3
79-3-46.wav,3,dry_cough,3
81-2-50.wav,2,croup_cough,3
82-1-52.wav,1,whooping_cough,3
89-1-51.wav,1,whooping_cough,3
93-3-43.wav,3,dry_cough,3
95-2-43.wav,2,croup_cough,3
96-4-57.wav,0,wet_cough,3
98-2-45.wav,2,croup_cough,3
99-3-54.wav,3,dry_cough,3
100-3-55.wav,3,dry_cough,3
106-2-42.wav,2,croup_cough,3
110-1-42.wav,1,whooping_cough,3
119-2-54.wav,2,croup_cough,3
129-3-56.wav,3,dry_cough,3
133-4-41.wav,0,wet_cough,3
136-1-59.wav,1,whooping_cough,3
141-1-58.wav,1,whooping_cough,3
145-2-47.wav,2,croup_cough,3
149-4-60.wav,0,wet_cough,3
151-2-56.wav,2,croup_cough,3
156-4-55.wav,0,wet_cough,3
165-4-56.wav,0,wet_cough,3
168-3-42.wav,3,dry_cough,3
170-2-51.wav,2,croup_cough,3
171-1-55.wav,1,whooping_cough,3
174-1-57.wav,1,whooping_cough,3
179-3-44.wav,3,dry_cough,3
185-3-48.wav,3,dry_cough,3
186-1-49.wav,1,whooping_cough,3
187-1-60.wav,1,whooping_cough,3
188-2-55.wav,2,croup_cough,3
190-3-58.wav,3,dry_cough,3
197-4-49.wav,0,wet_cough,3
202-3-47.wav,3,dry_cough,3
213-2-59.wav,2,croup_cough,3
215-4-47.wav,0,wet_cough,3
218-4-50.wav,0,wet_cough,3
226-2-53.wav,2,croup_cough,3
229-2-58.wav,2,croup_cough,3
230-2-52.wav,2,croup_cough,3
231-3-53.wav,3,dry_cough,3
236-4-59.wav,0,wet_cough,3
237-1-45.wav,1,whooping_cough,3
242-2-46.wav,2,croup_cough,3
243-4-52.wav,0,wet_cough,3
246-1-56.wav,1,whooping_cough,3
247-1-54.wav,1,whooping_cough,3
249-4-51.wav,0,wet_cough,3
252-1-46.wav,1,whooping_cough,3
259-3-57.wav,3,dry_cough,3
263-3-50.wav,3,dry_cough,3
264-2-49.wav,2,croup_cough,3
265-4-46.wav,0,wet_cough,3
270-1-41.wav,1,whooping_cough,3
274-2-44.wav,2,croup_cough,3
13-3-65.wav,3,dry_cough,4
25-1-66.wav,1,whooping_cough,4
30-3-70.wav,3,dry_cough,4
36-2-66.wav,2,croup_cough,4
39-2-68.wav,2,croup_cough,4
57-3-63.wav,3,dry_cough,4
75-4-68.wav,0,wet_cough,4
88-3-69.wav,3,dry_cough,4
90-2-61.wav,2,croup_cough,4
92-1-67.wav,1,whooping_cough,4
104-1-62.wav,1,whooping_cough,4
109-3-67.wav,3,dry_cough,4
113-4-63.wav,0,wet_cough,4
115-4-69.wav,0,wet_cough,4
123-2-62.wav,2,croup_cough,4
124-2-70.wav,2,croup_cough,4
126-4-66.wav,0,wet_cough,4
128-2-67.wav,2,croup_cough,4
132-1-70.wav,1,whooping_cough,4
139-3-61.wav,3,dry_cough,4
147-3-68.wav,3,dry_cough,4
148-1-69.wav,1,whooping_cough,4
159-4-70.wav,0,wet_cough,4
161-1-65.wav,1,whooping_cough,4
166-4-61.wav,0,wet_cough,4
177-3-64.wav,3,dry_cough,4
191-2-64.wav,2,croup_cough,4
193-1-64.wav,1,whooping_cough,4
200-4-67.wav,0,wet_cough,4
206-4-65.wav,0,wet_cough,4
211-3-66.wav,3,dry_cough,4
214-1-63.wav,1,whooping_cough,4
223-1-61.wav,1,whooping_cough,4
240-2-65.wav,2,croup_cough,4
248-3-62.wav,3,dry_cough,4
257-4-62.wav,0,wet_cough,4
269-1-68.wav,1,whooping_cough,4
272-2-69.wav,2,croup_cough,4
275-4-64.wav,0,wet_cough,4
280-2-63.wav,2,croup_cough,4
1-2-80.wav,2,croup_cough,4
2-1-71.wav,1,whooping_cough,4
5-4-76.wav,0,wet_cough,4
7-2-75.wav,2,croup_cough,4
10-3-78.wav,3,dry_cough,4
14-2-76.wav,2,croup_cough,4
20-1-76.wav,1,whooping_cough,4
22-4-78.wav,0,wet_cough,4
27-2-78.wav,2,croup_cough,4
29-2-79.wav,2,croup_cough,4
30-3-80.wav,3,dry_cough,4
31-3-79.wav,3,dry_cough,4
35-1-74.wav,1,whooping_cough,4
42-1-80.wav,1,whooping_cough,4
45-1-77.wav,1,whooping_cough,4
47-3-72.wav,3,dry_cough,4
49-3-76.wav,3,dry_cough,4
50-1-79.wav,1,whooping_cough,4
55-3-73.wav,3,dry_cough,4
58-2-71.wav,2,croup_cough,4
65-3-75.wav,3,dry_cough,4
67-4-74.wav,0,wet_cough,4
69-4-79.wav,0,wet_cough,4
71-3-71.wav,3,dry_cough,4
73-4-71.wav,0,wet_cough,4
74-2-74.wav,2,croup_cough,4
75-4-72.wav,0,wet_cough,4
78-4-73.wav,0,wet_cough,4
83-2-77.wav,2,croup_cough,4
84-1-72.wav,1,whooping_cough,4
91-1-78.wav,1,whooping_cough,4
92-4-75.wav,0,wet_cough,4
95-2-73.wav,2,croup_cough,4
97-1-73.wav,1,whooping_cough,4
98-4-80.wav,0,wet_cough,4
99-1-75.wav,1,whooping_cough,4
101-2-72.wav,2,croup_cough,4
102-3-74.wav,3,dry_cough,4
117-3-77.wav,3,dry_cough,4
120-4-77.wav,0,wet_cough,4
3-1-84.wav,1,whooping_cough,5
4-2-92.wav,2,croup_cough,5
6-4-97.wav,0,wet_cough,5
8-2-81.wav,2,croup_cough,5
9-3-99.wav,3,dry_cough,5
11-3-90.wav,3,dry_cough,5
12-1-83.wav,1,whooping_cough,5
13-1-97.wav,1,whooping_cough,5
15-3-92.wav,3,dry_cough,5
16-4-85.wav,0,wet_cough,5
17-1-87.wav,1,whooping_cough,5
18-3-96.wav,3,dry_cough,5
19-4-82.wav,0,wet_cough,5
21-1-82.wav,1,whooping_cough,5
23-2-99.wav,2,croup_cough,5
24-4-94.wav,0,wet_cough,5
25-2-97.wav,2,croup_cough,5
26-2-88.wav,2,croup_cough,5
28-1-95.wav,1,whooping_cough,5
32-2-83.wav,2,croup_cough,5
33-4-84.wav,0,wet_cough,5
34-4-86.wav,0,wet_cough,5
36-3-85.wav,3,dry_cough,5
37-3-98.wav,3,dry_cough,5
38-2-84.wav,2,croup_cough,5
39-4-98.wav,0,wet_cough,5
40-3-81.wav,3,dry_cough,5
41-3-94.wav,3,dry_cough,5
43-2-94.wav,2,croup_cough,5
44-3-89.wav,3,dry_cough,5
46-3-93.wav,3,dry_cough,5
48-2-90.wav,2,croup_cough,5
51-1-96.wav,1,whooping_cough,5
52-4-88.wav,0,wet_cough,5
53-3-91.wav,3,dry_cough,5
54-1-100.wav,1,whooping_cough,5
56-3-97.wav,3,dry_cough,5
57-1-94.wav,1,whooping_cough,5
59-1-92.wav,1,whooping_cough,5
60-1-88.wav,1,whooping_cough,5
61-4-93.wav,0,wet_cough,5
62-1-90.wav,1,whooping_cough,5
63-3-82.wav,3,dry_cough,5
64-2-98.wav,2,croup_cough,5
66-4-83.wav,0,wet_cough,5
68-2-82.wav,2,croup_cough,5
70-4-81.wav,0,wet_cough,5
72-3-86.wav,3,dry_cough,5
76-2-85.wav,2,croup_cough,5
77-3-100.wav,3,dry_cough,5
79-4-95.wav,0,wet_cough,5
80-1-93.wav,1,whooping_cough,5
81-3-95.wav,3,dry_cough,5
82-3-87.wav,3,dry_cough,5
85-2-89.wav,2,croup_cough,5
86-1-89.wav,1,whooping_cough,5
87-1-98.wav,1,whooping_cough,5
88-1-85.wav,1,whooping_cough,5
89-3-84.wav,3,dry_cough,5
90-3-88.wav,3,dry_cough,5
93-2-86.wav,2,croup_cough,5
94-1-81.wav,1,whooping_cough,5
96-2-100.wav,2,croup_cough,5
100-4-100.wav,0,wet_cough,5
103-4-92.wav,0,wet_cough,5
104-1-86.wav,1,whooping_cough,5
105-2-93.wav,2,croup_cough,5
106-4-99.wav,0,wet_cough,5
107-4-90.wav,0,wet_cough,5
108-2-87.wav,2,croup_cough,5
109-4-89.wav,0,wet_cough,5
110-2-95.wav,2,croup_cough,5
111-2-91.wav,2,croup_cough,5
112-3-83.wav,3,dry_cough,5
113-4-87.wav,0,wet_cough,5
114-4-96.wav,0,wet_cough,5
115-2-96.wav,2,croup_cough,5
116-4-91.wav,0,wet_cough,5
118-1-99.wav,1,whooping_cough,5
119-1-91.wav,1,whooping_cough,5
